### This localisation file has been automatically generated ###;English;French;German;Polish;Spanish;Italian;Swedish;Czech;Hungarian;Dutch;Portuguese;Russian;Finnish;
#   <https://github.com/moretrim/trait-lineariser>            #;;;;;;;;;;;;;;
## UI tweaks;;;;;;;;;;;;;;
timidxcolonial_b;§u–1§! §u–2§! §h+10%§!   Timid, colonial;§u–1§! §u–2§! §h+10%§!   Timide, colonial;§u–1§! §u–2§! §h+10%§!   Furchtsam, kolonial;;;;;;;;;;;
timidxdisgraced;§u–1§!      §u–10%§!   Timid, disgraced;§u–1§!      §u–10%§!   Timide, déshonoré;§u–1§!      §u–10%§!   Furchtsam, in ungnade gefallener;;;;;;;;;;;
timidxpriest;§u–1§!      §u–10%§!   Timid, priest;§u–1§!      §u–10%§!   Timide, prêtre;§u–1§!      §u–10%§!   Furchtsam, priester;;;;;;;;;;;
timidxrising_star;§u–1§!      §u–10%§!   Timid, rising star;§u–1§!      §u–10%§!   Timide, étoile montante;§u–1§!      §u–10%§!   Furchtsam, aufsteigender stern;;;;;;;;;;;
timidxpolitician;§u–1§!      §u–10%§!§u¿§! Timid, politician;§u–1§!      §u–10%§!§u¿§! Timide, politicien;§u–1§!      §u–10%§!§u¿§! Furchtsam, politiker;;;;;;;;;;;
timidxpoet;§u–2§!      §u–10%§!§G!!!§! Timid, poet;§u–2§!      §u–10%§!§G!!!§! Timide, poète;§u–2§!      §u–10%§!§G!!!§! Furchtsam, poet;;;;;;;;;;;
timidxcartographer;§u–1§!      §G+30%§!   Timid, cartographer;§u–1§!      §G+30%§!   Timide, cartographe;§u–1§!      §G+30%§!   Furchtsam, kartograf;;;;;;;;;;;
timidxprofessor;§u–2§! §u–1§! §u–10%§!§G!!!§! Timid, professor;§u–2§! §u–1§! §u–10%§!§G!!!§! Timide, professeur;§u–2§! §u–1§! §u–10%§!§G!!!§! Furchtsam, professor;;;;;;;;;;;
timidxold_school;§h+1§! §u–2§! §u–10%§!§G!!!§! Timid, old school;§h+1§! §u–2§! §u–10%§!§G!!!§! Timide, vieille école;§h+1§! §u–2§! §u–10%§!§G!!!§! Furchtsam, alte schule;;;;;;;;;;;
timidxeccentric_genius;§h+1§!      §u–10%§!   Timid, eccentric genius;§h+1§!      §u–10%§!   Timide, génie excentrique;§h+1§!      §u–10%§!   Furchtsam, exzentrisches genie;;;;;;;;;;;
timidxgifted_administrator;§u–1§!      §u–10%§!§h?§! Timid, gifted administrator;§u–1§!      §u–10%§!§h?§! Timide, administrateur doué;§u–1§!      §u–10%§!§h?§! Furchtsam, begabter administrator;;;;;;;;;;;
timidxinnovative_tactician;§h+1§!      §u–10%§!   Timid, innovative tactician;§h+1§!      §u–10%§!   Timide, tacticien novateur;§h+1§!      §u–10%§!   Furchtsam, innovativer taktiker;;;;;;;;;;;
timidxexpert_raider;§h+1§!      §u–10%§!   Timid, expert raider;§h+1§!      §u–10%§!   Timide, commando expérimenté;§h+1§!      §u–10%§!   Furchtsam, überfallexperte;;;;;;;;;;;
timidxnatural_born_leader;§h+1§!      §u–10%§!§h?§! Timid, natural born leader;§h+1§!      §u–10%§!§h?§! Timide, leader naturel;§h+1§!      §u–10%§!§h?§! Furchtsam, geborener anführer;;;;;;;;;;;
timidxmegalomaniac;§R–3§!      §u–10%§!   Timid, megalomaniac;§R–3§!      §u–10%§!   Timide, mégalomane;§R–3§!      §u–10%§!   Furchtsam, megalomane;;;;;;;;;;;
timidxhated;§h+1§! §h+1§! §u–10%§!§R¡¡¡§! Timid, hated;§h+1§! §h+1§! §u–10%§!§R¡¡¡§! Timide, odieux;§h+1§! §h+1§! §u–10%§!§R¡¡¡§! Furchtsam, gehasst;;;;;;;;;;;
timidxcursed_luck;§h+1§! §h+2§! §u–10%§!§R¡¡¡§! Timid, cursed luck;§h+1§! §h+2§! §u–10%§!§R¡¡¡§! Timide, malchanceux;§h+1§! §h+2§! §u–10%§!§R¡¡¡§! Furchtsam, vom pech verflucht;;;;;;;;;;;
timidxclueless;§u–2§!      §u–10%§!§R¡¡¡§! Timid, clueless;§u–2§!      §u–10%§!§R¡¡¡§! Timide, ignorant;§u–2§!      §u–10%§!§R¡¡¡§! Furchtsam, ahnungslos;;;;;;;;;;;
timidxdiplomat;§u–1§!      §u–15%§!   Timid, diplomat;§u–1§!      §u–15%§!   Timide, diplomate;§u–1§!      §u–15%§!   Furchtsam, diplomat;;;;;;;;;;;
timidxpowerful_friends;§u–1§!      §u–20%§!   Timid, powerful friends;§u–1§!      §u–20%§!   Timide, amis puissants;§u–1§!      §u–20%§!   Furchtsam, mächtige freunde;;;;;;;;;;;
timidximmoral;§u–1§!      §u–10%§!§u¿§! Timid, immoral;§u–1§!      §u–10%§!§u¿§! Timide, immoral;§u–1§!      §u–10%§!§u¿§! Furchtsam, unmoralisch;;;;;;;;;;;
timidxwomanizer;§u–1§!      §u–10%§!§G!!!§! Timid, womanizer;§u–1§!      §u–10%§!§G!!!§! Timide, coureur de jupons;§u–1§!      §u–10%§!§G!!!§! Furchtsam, schürzenjäger;;;;;;;;;;;
timidxwarmonger;§u–1§!      §h+10%§!§R¡¡¡§! Timid, warmonger;§u–1§!      §h+10%§!§R¡¡¡§! Timide, belliciste;§u–1§!      §h+10%§!§R¡¡¡§! Furchtsam, kriegstreiber;;;;;;;;;;;
timidxcorrupt;§u–1§!      §u–10%§!§R¡¡¡§! Timid, corrupt;§u–1§!      §u–10%§!§R¡¡¡§! Timide, corrompu;§u–1§!      §u–10%§!§R¡¡¡§! Furchtsam, korrupt;;;;;;;;;;;
timidxbootlicker;§u–1§! §h+1§! §u–10%§!   Timid, bootlicker;§u–1§! §h+1§! §u–10%§!   Timide, lèche-bottes;§u–1§! §h+1§! §u–10%§!   Furchtsam, speichellecker;;;;;;;;;;;
timidxsycophant;§u–1§!      §u–10%§!§G!!!§! Timid, sycophant;§u–1§!      §u–10%§!§G!!!§! Timide, flagorneur;§u–1§!      §u–10%§!§G!!!§! Furchtsam, kriecher;;;;;;;;;;;
timidxtoady;§h+1§!      §u–10%§!§h?§! Timid, toady;§h+1§!      §u–10%§!§h?§! Timide, flatteur;§h+1§!      §u–10%§!§h?§! Furchtsam, schleimer;;;;;;;;;;;
timidxyesman;§u–1§!      §u–10%§!   Timid, yesman;§u–1§!      §u–10%§!   Timide, béni-oui-oui;§u–1§!      §u–10%§!   Furchtsam, jasager;;;;;;;;;;;
timidxbrownnoser;§h+1§!      §u–10%§!   Timid, brownnoser;§h+1§!      §u–10%§!   Timide, lèche-cul;§h+1§!      §u–10%§!   Furchtsam, stiefellecker;;;;;;;;;;;
timidxspoiled;§h+1§!      §u–10%§!   Timid, spoiled;§h+1§!      §u–10%§!   Timide, gâté;§h+1§!      §u–10%§!   Furchtsam, verwöhnt;;;;;;;;;;;
timidxschool_of_defense;§u–1§! §G+3§! §u–10%§!   Timid, school of defense;§u–1§! §G+3§! §u–10%§!   Timide, école de défense;§u–1§! §G+3§! §u–10%§!   Furchtsam, schule der verteidigung;;;;;;;;;;;
timidxschool_of_offense;§h+1§!      §h+10%§!§h?§! Timid, school of offense;§h+1§!      §h+10%§!§h?§! Timide, école d'attaque;§h+1§!      §h+10%§!§h?§! Furchtsam, schule der offensive;;;;;;;;;;;
timidxschool_of_the_bayonet;§h+1§! §h+1§! §h+10%§!   Timid, school of the bayonet;§h+1§! §h+1§! §h+10%§!   Timide, école de la baïonnette;§h+1§! §h+1§! §h+10%§!   Furchtsam, schule des bajonetts;;;;;;;;;;;
timidxschool_of_firepower;§h+1§!      §u–10%§!§G!!!§! Timid, school of firepower;§h+1§!      §u–10%§!§G!!!§! Timide, école de la puissance de feu;§h+1§!      §u–10%§!§G!!!§! Furchtsam, schule der feuerkraft;;;;;;;;;;;
timidxartillerist;§u–1§! §h+1§! §u–10%§!§h?§! Timid, artillerist;§u–1§! §h+1§! §u–10%§!§h?§! Timide, artilleur;§u–1§! §h+1§! §u–10%§!§h?§! Furchtsam, artillerist;;;;;;;;;;;
timidxuncommonly_young;§h+1§! §h+1§! §u–10%§!   Timid, uncommonly young;§h+1§! §h+1§! §u–10%§!   Timide, singulièrement jeune;§h+1§! §h+1§! §u–10%§!   Furchtsam, ungewöhnlich jung;;;;;;;;;;;
timidxsucker;§u–2§!      §u–10%§!   Timid, sucker;§u–2§!      §u–10%§!   Timide, gogo;§u–2§!      §u–10%§!   Furchtsam, trottel;;;;;;;;;;;
timidxsad_sack;§R–3§!      §u–10%§!   Timid, sad sack;§R–3§!      §u–10%§!   Timide, raté;§R–3§!      §u–10%§!   Furchtsam, trauriger sack;;;;;;;;;;;
timidxunfit;§R–3§!      §u–10%§!§R¡¡¡§! Timid, unfit;§R–3§!      §u–10%§!§R¡¡¡§! Timide, inapte;§R–3§!      §u–10%§!§R¡¡¡§! Furchtsam, ungeeignet;;;;;;;;;;;
timidxunqualified;§u–1§!      §u–20%§!   Timid, unqualified;§u–1§!      §u–20%§!   Timide, non qualifié;§u–1§!      §u–20%§!   Furchtsam, unqualifiziert;;;;;;;;;;;
timidxpawn;§u–1§!      §u–10%§!   Timid, pawn;§u–1§!      §u–10%§!   Timide, pion;§u–1§!      §u–10%§!   Furchtsam, pfand;;;;;;;;;;;
timidxelderly;§u–1§!      §u–10%§!   Timid, elderly;§u–1§!      §u–10%§!   Timide, âgé;§u–1§!      §u–10%§!   Furchtsam, älter;;;;;;;;;;;
timidxincompetent;§u–1§!      §u–10%§!   Timid, incompetent;§u–1§!      §u–10%§!   Timide, incompétent;§u–1§!      §u–10%§!   Furchtsam, inkompetent;;;;;;;;;;;
chickenheartedxnationalist;§u–1§!      §u–10%§!§G!!!§! Chickenhearted, nationalist;;;;;;;;;;;;;
chickenheartedxwar_college;§u–1§!      §u–10%§!   Chickenhearted, war college;§u–1§!      §u–10%§!   Poltron, école militaire;§u–1§!      §u–10%§!   Ängstlich, militärakademie;;;;;;;;;;;
chickenheartedxcavalry_school;§h+2§!      §u–10%§!   Chickenhearted, cavalry school;§h+2§!      §u–10%§!   Poltron, école de cavalerie;§h+2§!      §u–10%§!   Ängstlich, kavallerieschule;;;;;;;;;;;
chickenheartedxengineer;§u–2§!      §u  –5%§!   Chickenhearted, engineer;§u–2§!      §u  –5%§!   Poltron, génie;§u–2§!      §u  –5%§!   Ängstlich, ingenieur;;;;;;;;;;;
chickenheartedxarmchair_general;§u–2§!      §h+10%§!   Chickenhearted, armchair general;§u–2§!      §h+10%§!   Poltron, général de façade;§u–2§!      §h+10%§!   Ängstlich, sesselgeneral;;;;;;;;;;;
chickenheartedxbureaucrat_speed;§u–2§!      §h  +5%§!   Chickenhearted, bureaucrat speed;§u–2§!      §h  +5%§!   Poltron, vitesse de bureaucrate;§u–2§!      §h  +5%§!   Ängstlich, bürokratische geschwindigkeit;;;;;;;;;;;
chickenheartedxgenerals_aide;§u–2§! §h+1§! §u–10%§!   Chickenhearted, general's aide;§u–2§! §h+1§! §u–10%§!   Poltron, aide de camp;§u–2§! §h+1§! §u–10%§!   Ängstlich, generalsadjutant;;;;;;;;;;;
